Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
paleo,baked salmon pesto pecans,nordic,329.12,8.78,251.78,2022-10-16,17:22:52
paleo,banana chocolate chip muffins,american,105.65,526.6,219.56,2022-10-16,17:22:52
paleo,almond flour crust for tarts or pies gluten free low carb sugar free,american,62.5,84.87,199.1,2022-10-16,17:22:52
paleo,spatchcock herbed chicken whole option,french,226.67,21.54,221.69,2022-10-16,17:22:52
paleo,chocolate sweet potato bread gluten dairy free,american,77.32,1801.16,887.91,2022-10-16,17:22:52
paleo,lemon chia seed muffins,american,74.35,542.66,211.44,2022-10-16,17:22:52
paleo,chocolate honey bars,american,77.32,349.38,266.18,2022-10-16,17:22:52
paleo,diy chicken burrito bowl,mexican,86.59,165.25,101.45,2022-10-16,17:22:52
paleo,healthy buffalo turkey meatloaf whole,american,217.07,34.17,134.74,2022-10-16,17:22:58
paleo,slow cooker beef stew,american,179.32,120.49,36.68,2022-10-16,17:22:58
paleo,teriyaki salmon grain free,nordic,102.48,104.16,59.07,2022-10-16,17:22:58
paleo,banana cocoa snack cake,american,68.94,227.74,168.98,2022-10-16,17:22:58
paleo,creole meatballs,american,134.14,55.22,177.0,2022-10-16,17:22:58
paleo,shepherds pie,american,107.14,93.45,137.29,2022-10-16,17:22:58
paleo,buffalo chicken cobb salad whole,american,3.26,7.35,89.83,2022-10-16,17:22:58
paleo,carrot apple juicer pulp muffi,british,56.05,119.56,118.16,2022-10-16,17:22:58
paleo,sesame ginger turkey meatballs,american,104.28,42.67,56.99,2022-10-16,17:22:58
paleo,coconut chocolate chip healthy vegan ice cream homemade dairy free,american,16.29,154.99,89.99,2022-10-16,17:22:58
paleo,zero carb beef stew w rice by nate,american,459.83,289.66,200.26,2022-10-16,17:22:58
paleo,creamy chicken enchiladas verdes,mexican,168.06,206.21,137.17,2022-10-16,17:22:58
paleo,vegetarian tacos zucchini squash eggplant,mexican,33.3,254.57,86.36,2022-10-16,17:22:58
paleo,chocolate pecan tart,american,52.41,149.85,387.32,2022-10-16,17:22:58
paleo,pepperoni pizza veggies gf df,italian,39.65,112.8,58.12,2022-10-16,17:22:58
paleo,chicken shawarma on pita,middle eastern,237.66,213.88,158.28,2022-10-16,17:23:05
paleo,almond crusted tilapia,mediterranean,135.57,96.94,107.04,2022-10-16,17:23:05
paleo,creole meatballs,american,134.58,57.97,177.14,2022-10-16,17:23:05
paleo,mini zucchini avocado burgers aip,american,44.44,15.24,93.04,2022-10-16,17:23:05
paleo,thai chicken pizza,south east asian,69.42,349.98,61.24,2022-10-16,17:23:05
paleo,best strawberry banana bread vegan gluten free,american,52.44,304.22,97.85,2022-10-16,17:23:05
paleo,albino mole cake maulwurftorte twist,italian,56.57,247.41,327.06,2022-10-16,17:23:05
paleo,salted caramel bark gf dairy free,american,29.64,509.13,144.51,2022-10-16,17:23:05
paleo,lemony brussels sprouts salad vegan glutenfree,american,41.86,80.89,59.56,2022-10-16,17:23:05
paleo,clam chowder cauliflower,american,189.77,141.35,74.16,2022-10-16,17:23:05
paleo,asian cauliflower fried rice,chinese,39.84,54.08,71.55,2022-10-16,17:23:05
paleo,apricot mustard chicken bake gf,french,113.18,183.36,125.59,2022-10-16,17:23:05
paleo,mississippi roast lotus root,british,163.04,58.41,164.26,2022-10-16,17:23:05
paleo,new england clam chowder,american,334.83,207.38,333.75,2022-10-16,17:23:05
paleo,chicken cauliflower fried rice,chinese,116.43,52.09,87.92,2022-10-16,17:23:12
paleo,my signature dish chicken ized,mediterranean,121.64,74.55,135.13,2022-10-16,17:23:12
paleo,red robin recreation perfectly crispy french fries,french,18.84,183.47,311.62,2022-10-16,17:23:12
paleo,chorizo breakfast tacos,mexican,68.47,66.7,85.65,2022-10-16,17:23:12
paleo,cashew chocolate chip blondies,american,63.76,267.66,229.85,2022-10-16,17:23:12
paleo,chocolate chip cookie ice cream sandwiches mom,american,23.05,281.18,165.66,2022-10-16,17:23:12
paleo,shepards pie,american,114.59,106.71,89.4,2022-10-16,17:23:12
paleo,angel food cake grain free,american,58.83,330.85,126.65,2022-10-16,17:23:12
paleo,chicken dumplings,italian,377.65,125.61,194.55,2022-10-16,17:23:12
paleo,grain free ice cream sandwiches low carb,american,58.81,194.28,185.23,2022-10-16,17:23:12
paleo,chocolate berry tart grain free,french,97.49,280.14,228.11,2022-10-16,17:23:12
paleo,chocolate chunk strawberry banana bread,american,38.2,228.92,94.83,2022-10-16,17:23:12
paleo,instant pot purple potato salad,mediterranean,49.16,188.97,182.14,2022-10-16,17:23:19
paleo,primal guacamole burger,mexican,99.33,50.03,102.87,2022-10-16,17:23:19
paleo,kimchi beef stir fry whole,american,66.68,45.64,31.42,2022-10-16,17:23:19
paleo,baked frenchfries chipotle ranch dip whole,mexican,17.83,143.96,192.82,2022-10-16,17:23:19
paleo,vegan blueberry muffins grain free gluten free,american,24.39,145.01,97.33,2022-10-16,17:23:19
paleo,guinness stew,french,173.53,188.85,75.26,2022-10-16,17:23:19
paleo,ingredient chocolate peanut butter homemade frosty vegan dairy free gluten free refined sugar free,american,25.63,137.31,38.5,2022-10-16,17:23:19
paleo,asian healthy broccoli salad,chinese,61.72,116.82,136.47,2022-10-16,17:23:19
paleo,cilantro base,american,3.5,19.57,13.98,2022-10-16,17:23:19
paleo,slow cooker honey garlic chicken vegetables,mediterranean,501.65,312.39,58.06,2022-10-16,17:23:19
paleo,italian meatballs spaghetti squash,italian,148.98,115.06,187.38,2022-10-16,17:23:19
paleo,minute beef stroganoff gluten free dairy free,eastern europe,110.57,36.4,308.95,2022-10-16,17:23:19
paleo,squash au gratin gf,french,25.32,148.79,102.31,2022-10-16,17:23:19
paleo,cream cheesy italian stuffed mushrooms dairy free whole,italian,175.1,129.3,475.09,2022-10-16,17:23:19
paleo,nightshade free pizza from make it,italian,164.08,310.6,220.29,2022-10-16,17:23:26
paleo,turkey or beef meatloaf,american,396.66,91.97,209.04,2022-10-16,17:23:26
paleo,slow cooker sweet potato casserole,italian,46.14,368.64,187.19,2022-10-16,17:23:26
paleo,french swiss chard tart gluten free grain free vegetarian option,french,96.67,110.45,253.55,2022-10-16,17:23:26
paleo,brussels sprout bacon coleslaw,central europe,44.13,80.3,340.69,2022-10-16,17:23:26
paleo,ranch roasted cashews,american,51.65,88.86,137.28,2022-10-16,17:23:26
paleo,simple egg drop soup,chinese,88.59,102.88,60.78,2022-10-16,17:23:26
paleo,thanksgiving stuffing pumpkin bread,american,33.75,350.04,119.19,2022-10-16,17:23:26
paleo,garlic parmesan zucchini bread,italian,47.68,72.73,92.86,2022-10-16,17:23:26
paleo,crock pot korean gochujang pork,french,409.4,101.9,415.15,2022-10-16,17:23:26
paleo,minute cashew chicken gluten free clean eating dairy free,italian,165.49,354.68,259.89,2022-10-16,17:23:26
paleo,kale orange beef stir fry spiralized sweet potato noodles,asian,53.5,90.16,45.21,2022-10-16,17:23:26
paleo,bang bang shrimp whole aip,japanese,94.91,24.03,95.1,2022-10-16,17:23:26
paleo,french tomato tuna mustard quiche gf,french,63.83,61.93,58.2,2022-10-16,17:23:26
paleo,bacon wrapped chili dogs,american,73.79,27.35,199.7,2022-10-16,17:23:33
paleo,coconut custard pie dairy free,american,80.9,762.78,525.09,2022-10-16,17:23:33
paleo,lemony spring cobb salad gf,american,123.97,173.48,208.48,2022-10-16,17:23:33
paleo,mango turkey sloppy joe salad bowls,american,106.07,148.46,94.71,2022-10-16,17:23:33
paleo,zucchini bacon egg muffins gluten free,british,91.77,24.63,144.03,2022-10-16,17:23:33
paleo,low carb taco soup,mexican,88.18,55.1,173.29,2022-10-16,17:23:33
paleo,coffee cake grain free gaps primal,american,109.97,342.18,267.62,2022-10-16,17:23:33
paleo,shrimp cakes tangy lemon aioli,mediterranean,76.25,59.59,119.56,2022-10-16,17:23:33
paleo,coronation chicken salad,american,106.52,38.99,136.13,2022-10-16,17:23:33
paleo,healthy chocolate potato whiskey cake chocolate whiskey ganache,french,39.51,390.78,125.83,2022-10-16,17:23:33
paleo,seafood pumpkin spaghetti squash pasta,italian,37.87,78.72,76.18,2022-10-16,17:23:33
paleo,sweet potato salad nic oise gf,french,119.06,196.4,78.45,2022-10-16,17:23:33
paleo,sausage tomato basil pizza gf df,italian,76.95,440.95,38.48,2022-10-16,17:23:33
paleo,crock pot barbecue turkey thighs,american,401.69,121.06,139.12,2022-10-16,17:23:33
paleo,red coconut curry pulled chicken gf,south east asian,269.34,125.64,294.69,2022-10-16,17:23:33
paleo,mixed baby greens strawberries gorgonzola poppy seed dressing,mediterranean,18.06,64.11,53.22,2022-10-16,17:23:39
paleo,chocolate dipped chocolate meringue cookies,french,21.57,53.33,61.7,2022-10-16,17:23:39
paleo,german chocolate cake,central europe,69.49,539.28,261.39,2022-10-16,17:23:39
paleo,pumpkin chili nightshade free,american,160.42,229.01,71.05,2022-10-16,17:23:39
paleo,fajita salad chicken taco meatballs gf,mexican,96.02,119.74,160.31,2022-10-16,17:23:39
paleo,kung pao cauliflower chicken low carb gluten free,eastern europe,264.42,103.62,53.3,2022-10-16,17:23:39
paleo,orange chicken cauliflower rice,mediterranean,213.27,102.46,223.15,2022-10-16,17:23:39
paleo,perfect peanut butter blossoms,american,68.1,167.94,194.8,2022-10-16,17:23:39
paleo,buffalo chicken nuggets,american,138.21,63.62,412.64,2022-10-16,17:23:39
paleo,go lo sugar free hazelnut spread review,american,14.52,183.36,14.79,2022-10-16,17:23:39
paleo,carrot spice cake ice cream,american,7.28,129.89,17.14,2022-10-16,17:23:39
paleo,moroccan saffron chicken,middle eastern,228.34,43.52,254.6,2022-10-16,17:23:39
paleo,lemongrass vietnamese meatballs,south east asian,83.95,55.81,106.65,2022-10-16,17:23:39
paleo,fudgy flourless brownies,french,62.8,401.12,322.08,2022-10-16,17:23:39
paleo,chicken fingers garlic honey dijon dipping sauce,french,134.16,102.85,229.66,2022-10-16,17:23:39
paleo,chocolate almond butter cups,american,43.68,202.08,326.55,2022-10-16,17:23:39
paleo,vegan peach cobbler gluten free dairy free,american,27.51,196.21,99.15,2022-10-16,17:23:39
paleo,chicken pot pie casserole,italian,170.51,373.02,129.07,2022-10-16,17:23:39
paleo,gai satay chicken satay peanut sauce cucumber salad,south east asian,99.35,18.37,59.84,2022-10-16,17:23:46
paleo,bacon caramelized onion veggie quiche gf df,french,93.25,154.98,219.75,2022-10-16,17:23:46
paleo,slow cooker pot roast mashed sweet potatoes,american,331.51,114.76,148.97,2022-10-16,17:23:46
paleo,cauliflower bacon au gratin gf dairy free,french,60.6,81.73,167.05,2022-10-16,17:23:46
paleo,cinnamon honey roasted walnuts,american,0.9,54.56,2.64,2022-10-16,17:23:46
paleo,best salsa chicken to prepare ahead of time,mexican,169.37,36.63,87.69,2022-10-16,17:23:46
paleo,honey orange beef stir fry sweet potato noodles kale,asian,55.86,114.48,45.35,2022-10-16,17:23:46
paleo,chipotle ranch chicken burgers whole,american,85.89,119.62,200.22,2022-10-16,17:23:46
paleo,coconut mocha loco coffee cake,american,6.57,43.3,50.35,2022-10-16,17:23:46
paleo,taco stuffed mini peppers,american,64.53,66.96,87.66,2022-10-16,17:23:46
paleo,cauliflower sweet potato burgers avocado sriracha aioli vegetarian,american,45.65,218.51,201.1,2022-10-16,17:23:46
paleo,kofta kari,indian,145.17,73.29,215.96,2022-10-16,17:23:46
paleo,minute grape sorbet,mediterranean,3.28,107.24,0.73,2022-10-16,17:23:46
paleo,baked low carb zucchini fries aip dairy free,french,25.33,57.48,97.11,2022-10-16,17:23:46
paleo,chicken alfredo bake clean eating gluten free dairy free whole,italian,134.66,68.36,106.66,2022-10-16,17:23:53
paleo,sweet spicy sriracha meatballs,american,91.33,107.34,96.42,2022-10-16,17:23:53
paleo,sweet potato nachos,mexican,81.13,112.58,113.68,2022-10-16,17:23:53
paleo,sausage broccoli egg muffins,british,94.02,11.86,99.36,2022-10-16,17:23:53
paleo,whole crispy coconut chicken nuggets,american,109.75,71.12,269.2,2022-10-16,17:23:53
paleo,two ingredient chocolate banana ice cream vegan,american,7.84,117.07,3.42,2022-10-16,17:23:53
paleo,classic deviled eggs,french,76.19,8.31,153.07,2022-10-16,17:23:53
paleo,creative crustless pizza,italian,188.18,157.29,267.62,2022-10-16,17:23:53
paleo,five ingredient friday chocolate toasted coconut butter swirl cups,american,43.32,176.95,400.96,2022-10-16,17:23:53
paleo,lemon creme cups,french,8.34,67.08,85.75,2022-10-16,17:23:53
paleo,fresh garden egg salad turmeric dijon dressing whole,american,35.46,39.47,97.69,2022-10-16,17:23:53
paleo,buffalo chicken strips goat cheese dipping sauce,american,153.16,142.11,192.3,2022-10-16,17:23:53
paleo,chicken rice casserole grain free,south american,248.4,78.44,162.33,2022-10-16,17:23:53
paleo,ranch roasted cashews,american,51.65,88.86,137.28,2022-10-16,17:23:53
paleo,sausage stuffed sweet potatoes,american,11.33,29.24,15.9,2022-10-16,17:23:53
paleo,baked spicy bbq adobo chicken wings,american,322.74,131.92,284.0,2022-10-16,17:23:53
paleo,smoked salmon salad cake,nordic,79.44,94.82,134.03,2022-10-16,17:23:53
paleo,bbq loaded sweet potatoes in crockpot,american,189.59,221.23,116.19,2022-10-16,17:24:00
paleo,chicken parmesan zucchini noodles grain free primal gaps gluten free,asian,326.04,104.56,155.59,2022-10-16,17:24:00
paleo,ground lamb shepherds pie,american,129.5,391.87,152.99,2022-10-16,17:24:00
paleo,carb free cloud bread,american,23.34,4.53,17.99,2022-10-16,17:24:00
paleo,creamy buffalo chicken spaghetti squash casserole gf,italian,215.7,128.63,216.47,2022-10-16,17:24:00
paleo,pad thai grain free gluten free,south east asian,496.2,2023.05,211.1,2022-10-16,17:24:00
paleo,sausage stuffed sweet potatoes,central europe,11.33,29.24,15.9,2022-10-16,17:24:00
paleo,mini applesauce carrot cake muffins gluten free,british,37.99,118.13,102.82,2022-10-16,17:24:00
paleo,grilled gochujang pork chops watermelon mint salad,american,171.73,52.28,107.51,2022-10-16,17:24:00
paleo,asian southwest fusion kimchi vegan friendly,american,18.18,90.26,1.62,2022-10-16,17:24:00
paleo,blueberry french toast casserole,french,74.19,289.85,81.62,2022-10-16,17:24:00
paleo,tortilla soup,mexican,274.38,240.62,219.7,2022-10-16,17:24:00
paleo,basil sun dried tomato compound butter,american,2.41,5.63,92.42,2022-10-16,17:24:00
paleo,green beans scrambled eggs sausages,american,46.37,12.17,56.94,2022-10-16,17:24:00
paleo,balsamic mustard salad dressing,american,1.67,38.66,82.05,2022-10-16,17:24:00
paleo,curry infused deviled duck eggs,mexican,161.98,20.54,307.48,2022-10-16,17:24:00
paleo,air fryer style,italian,6.02,19.0,18.58,2022-10-16,17:24:06
paleo,whole shepherds pie gf,american,123.49,333.49,133.61,2022-10-16,17:24:06
paleo,prosciutto wrapped pork tenderloin,american,189.23,75.63,35.1,2022-10-16,17:24:06
paleo,tuna salad,american,56.28,5.32,47.74,2022-10-16,17:24:06
paleo,chicken bacon strawberry salad orange balsamic,british,140.43,80.35,297.8,2022-10-16,17:24:06
paleo,ingredient homemade chocolate peanut butter cups,italian,52.06,181.35,205.06,2022-10-16,17:24:06
paleo,chicken pesto discs,italian,89.94,54.81,119.82,2022-10-16,17:24:06
paleo,egg roll bowls,italian,109.12,94.35,95.42,2022-10-16,17:24:06
paleo,broccoli feta sausage frittata,mediterranean,133.75,39.86,157.09,2022-10-16,17:24:06
paleo,kiwi apple cider,american,8.53,210.51,9.79,2022-10-16,17:24:06
paleo,marla sarris,italian,97.03,203.4,62.14,2022-10-16,17:24:06
paleo,elvis style loaded sweet potato,south american,12.26,45.88,30.15,2022-10-16,17:24:06
paleo,cranberry coconut macaroons,american,21.11,155.62,225.04,2022-10-16,17:24:06
paleo,no bake energy bars chocolate turmeric,american,33.66,81.57,148.1,2022-10-16,17:24:06
paleo,butternut squash instant pot chili,american,13.0,107.78,15.66,2022-10-16,17:24:06
paleo,turkey taco balls,american,83.4,29.79,24.43,2022-10-16,17:24:06
paleo,ingredient crunchy strawberry ice cream,american,17.65,293.51,94.4,2022-10-16,17:24:13
paleo,no bake vegan key lime mini cheesecakes,american,83.81,336.47,357.93,2022-10-16,17:24:13
paleo,turkey soup,american,1142.58,693.64,287.86,2022-10-16,17:24:13
paleo,low carb fried ice cream,italian,22.62,127.17,104.56,2022-10-16,17:24:13
paleo,smoked beef brisket,south american,245.48,17.89,340.43,2022-10-16,17:24:13
paleo,cauliflower hash browns who knew,french,24.46,27.76,27.96,2022-10-16,17:24:13
paleo,balsamic apple walnut salad gf low cal,american,7.26,35.93,11.89,2022-10-16,17:24:13
paleo,cauliflower bread,british,75.17,48.1,183.37,2022-10-16,17:24:13
paleo,grilled chicken pesto pizza grain free egg free nightshade free,italian,88.13,161.76,115.41,2022-10-16,17:24:13
paleo,spiralized cucumber salad chia seed strawberry vinaigrette vegan,american,12.17,97.45,76.12,2022-10-16,17:24:13
paleo,vegan white cake chocolate coconut frosting gluten free friendly,american,75.26,371.75,313.13,2022-10-16,17:24:13
paleo,bbq chicken sweet potato pizza,italian,112.99,285.71,98.15,2022-10-16,17:24:13
paleo,creamy bacon beet salad,american,13.37,37.94,68.16,2022-10-16,17:24:13
paleo,walnut pesto,italian,31.36,15.7,39.44,2022-10-16,17:24:13
paleo,baked ranch chicken tenders,american,105.57,129.65,146.59,2022-10-16,17:24:13
paleo,blueberry french toast casserole,french,72.14,306.66,36.59,2022-10-16,17:24:20
paleo,low carb bulgogi ground beef bowl,british,146.61,79.92,50.85,2022-10-16,17:24:20
paleo,kale pesto,italian,69.78,25.2,204.3,2022-10-16,17:24:20
paleo,chicken avocado burgers,nordic,97.13,35.1,101.67,2022-10-16,17:24:20
paleo,green chile turkey taco salad peppers avocado low carb gluten free,american,170.68,144.12,180.71,2022-10-16,17:24:20
paleo,instant pot chicken marinara,italian,194.67,26.26,91.92,2022-10-16,17:24:20
paleo,blueberries cream truffles,american,22.64,205.97,170.65,2022-10-16,17:24:20
paleo,classic egg salad,american,34.18,10.4,69.54,2022-10-16,17:24:20
paleo,cucumber tuna cups,mediterranean,25.78,17.19,40.92,2022-10-16,17:24:20
paleo,cauliflower fried rice,chinese,150.64,79.08,369.91,2022-10-16,17:24:20
paleo,sauteed leek bacon,french,11.61,39.2,41.13,2022-10-16,17:24:20
paleo,roast whole cauliflower,american,12.34,39.51,16.73,2022-10-16,17:24:20
paleo,dark chocolate cashew butter candy,french,42.76,169.71,181.61,2022-10-16,17:24:20
paleo,maple frosted almond butter blondies,american,70.14,355.31,243.28,2022-10-16,17:24:20
paleo,honey lime shrimp,american,92.31,26.34,2.46,2022-10-16,17:24:20
paleo,grilled salmon cobb salad whole,nordic,60.01,22.5,112.86,2022-10-16,17:24:20
paleo,tuna stuffed eggs,italian,52.87,4.1,29.95,2022-10-16,17:24:26
paleo,chocolate caramel chia pudding,british,145.04,1545.27,177.4,2022-10-16,17:24:26
paleo,old fashioned deviled eggs,american,60.92,6.01,118.36,2022-10-16,17:24:26
paleo,instant pot chicken cacciatore,italian,242.04,87.12,190.75,2022-10-16,17:24:26
paleo,tortillas,french,39.65,23.86,56.1,2022-10-16,17:24:26
paleo,marla sarris,american,250.91,134.81,185.31,2022-10-16,17:24:26
paleo,one pot bacon braised lamb stew grain fre,french,147.55,133.02,214.67,2022-10-16,17:24:26
paleo,strawberry lime granita,italian,4.45,56.47,1.76,2022-10-16,17:24:26
paleo,oven poached salmon cherry tomatoes,nordic,103.94,25.78,75.84,2022-10-16,17:24:26
paleo,barbecue chicken pizza,italian,91.36,208.4,50.82,2022-10-16,17:24:26
paleo,hamburger steaks stroganoff gravy,eastern europe,104.61,60.01,231.37,2022-10-16,17:24:26
paleo,traditional german rotkohl sweet sour red cabbage,central europe,13.91,131.15,48.71,2022-10-16,17:24:26
paleo,chocolate toasted coconut butter pudding,british,15.67,41.91,94.91,2022-10-16,17:24:33
paleo,taco stuffed avocado cups,mexican,103.22,54.18,123.51,2022-10-16,17:24:33
paleo,crab stuffed shrimp,mediterranean,122.29,4.81,31.9,2022-10-16,17:24:33
paleo,basic balsamic steak marinade,american,97.52,21.4,145.98,2022-10-16,17:24:33
